REPLAY cifar_train50_basis_k16: source checkpoint configuration, transport=linear
device cuda | backbone small_unet | k=16
φ 27.80M + encoder 0.33M + transport 0.4K
training episode combinations 450 | 50000 steps

step      1  L=3.2928  src=1.0977  tgt=1.0976  trans=1.0976  gain=-0.0000  |dz|=0.000  1.4 it/s
step     50  L=1.0439  src=0.3812  tgt=0.3303  trans=0.3322  gain=-0.0019  |dz|=0.006  10.2 it/s
step    100  L=0.5239  src=0.2042  tgt=0.1596  trans=0.1596  gain=+0.0001  |dz|=0.035  10.9 it/s
step    150  L=0.2893  src=0.1329  tgt=0.0777  trans=0.0779  gain=-0.0001  |dz|=0.051  11.2 it/s
step    200  L=0.2683  src=0.1099  tgt=0.0788  trans=0.0787  gain=+0.0001  |dz|=0.046  11.3 it/s
step    250  L=0.2309  src=0.0897  tgt=0.0705  trans=0.0698  gain=+0.0007  |dz|=0.037  11.4 it/s
step    300  L=0.3358  src=0.1189  tgt=0.1080  trans=0.1081  gain=-0.0000  |dz|=0.035  11.5 it/s
step    350  L=0.6235  src=0.1329  tgt=0.2450  trans=0.2450  gain=+0.0000  |dz|=0.030  11.5 it/s
step    400  L=0.4519  src=0.0761  tgt=0.1877  trans=0.1877  gain=-0.0000  |dz|=0.056  11.5 it/s
step    450  L=0.5565  src=0.0578  tgt=0.2493  trans=0.2489  gain=+0.0004  |dz|=0.062  11.5 it/s
step    500  L=0.2831  src=0.1056  tgt=0.0885  trans=0.0886  gain=-0.0001  |dz|=0.028  11.6 it/s
step    550  L=0.1440  src=0.0746  tgt=0.0345  trans=0.0346  gain=-0.0002  |dz|=0.037  11.6 it/s
step    600  L=0.6287  src=0.1037  tgt=0.2645  trans=0.2603  gain=+0.0042  |dz|=0.109  11.6 it/s
step    650  L=0.5014  src=0.1171  tgt=0.1929  trans=0.1912  gain=+0.0017  |dz|=0.120  11.6 it/s
step    700  L=0.5673  src=0.0949  tgt=0.2364  trans=0.2359  gain=+0.0005  |dz|=0.122  11.6 it/s
step    750  L=0.3743  src=0.0753  tgt=0.1492  trans=0.1496  gain=-0.0004  |dz|=0.123  11.6 it/s
step    800  L=0.2742  src=0.1281  tgt=0.0729  trans=0.0730  gain=-0.0001  |dz|=0.063  11.6 it/s
step    850  L=0.1945  src=0.1158  tgt=0.0391  trans=0.0393  gain=-0.0002  |dz|=0.050  11.7 it/s
step    900  L=0.1938  src=0.1128  tgt=0.0403  trans=0.0406  gain=-0.0003  |dz|=0.053  11.7 it/s
step    950  L=0.1110  src=0.0550  tgt=0.0279  trans=0.0279  gain=-0.0000  |dz|=0.054  11.7 it/s
step   1000  L=0.1598  src=0.0746  tgt=0.0425  trans=0.0425  gain=-0.0000  |dz|=0.056  11.7 it/s
step   1050  L=0.2026  src=0.0722  tgt=0.0651  trans=0.0652  gain=-0.0001  |dz|=0.056  11.7 it/s
step   1100  L=0.5287  src=0.0628  tgt=0.2334  trans=0.2324  gain=+0.0011  |dz|=0.081  11.7 it/s
step   1150  L=0.1969  src=0.0752  tgt=0.0608  trans=0.0608  gain=+0.0000  |dz|=0.057  11.7 it/s
step   1200  L=0.2933  src=0.0497  tgt=0.1218  trans=0.1217  gain=+0.0001  |dz|=0.084  11.7 it/s
step   1250  L=0.1345  src=0.0756  tgt=0.0294  trans=0.0293  gain=+0.0000  |dz|=0.058  11.7 it/s
step   1300  L=0.1406  src=0.0841  tgt=0.0283  trans=0.0282  gain=+0.0001  |dz|=0.061  11.7 it/s
step   1350  L=0.1564  src=0.0698  tgt=0.0433  trans=0.0432  gain=+0.0001  |dz|=0.063  11.7 it/s
step   1400  L=0.1006  src=0.0501  tgt=0.0252  trans=0.0252  gain=-0.0000  |dz|=0.061  11.7 it/s
step   1450  L=0.1054  src=0.0592  tgt=0.0231  trans=0.0231  gain=+0.0000  |dz|=0.068  11.7 it/s
step   1500  L=0.1608  src=0.0610  tgt=0.0499  trans=0.0498  gain=+0.0000  |dz|=0.065  11.7 it/s
step   1550  L=0.1328  src=0.0841  tgt=0.0244  trans=0.0242  gain=+0.0002  |dz|=0.074  11.7 it/s
step   1600  L=0.1424  src=0.0573  tgt=0.0425  trans=0.0425  gain=-0.0000  |dz|=0.068  11.7 it/s
step   1650  L=0.1510  src=0.0708  tgt=0.0401  trans=0.0401  gain=+0.0000  |dz|=0.075  11.7 it/s
step   1700  L=0.5709  src=0.1058  tgt=0.2325  trans=0.2325  gain=+0.0000  |dz|=0.076  11.7 it/s
step   1750  L=0.0965  src=0.0477  tgt=0.0243  trans=0.0244  gain=-0.0001  |dz|=0.072  11.7 it/s
step   1800  L=0.1162  src=0.0560  tgt=0.0301  trans=0.0300  gain=+0.0001  |dz|=0.072  11.7 it/s
step   1850  L=0.1437  src=0.0536  tgt=0.0450  trans=0.0450  gain=+0.0000  |dz|=0.072  11.7 it/s
step   1900  L=0.1314  src=0.0594  tgt=0.0359  trans=0.0359  gain=-0.0000  |dz|=0.074  11.7 it/s
step   1950  L=0.5273  src=0.0662  tgt=0.2306  trans=0.2304  gain=+0.0002  |dz|=0.072  11.7 it/s
step   2000  L=0.5528  src=0.0771  tgt=0.2381  trans=0.2376  gain=+0.0006  |dz|=0.080  11.7 it/s
  [diagnostics @ 2000] loss_correct=0.0849  loss_zero=0.1678  loss_shuffled=0.0853  loss_random=0.1711  loss_target_only=0.0844  loss_mean_z=0.0938  r_basis=0.3200  |dz_transport|=0.0574  z_s_vs_enc_rel=0.0631  z_spread_rel=0.0501  gain_vs_zero=0.0829  gain_vs_shuffled=0.0004  gain_vs_target_only=-0.0005  gain_vs_mean_z=0.0089  delta_task=0.0089  z_center_norm=0.5996  task_specific_frac=0.1077
step   2050  L=0.2356  src=0.1027  tgt=0.0665  trans=0.0664  gain=+0.0000  |dz|=0.075  11.5 it/s
step   2100  L=0.1883  src=0.0743  tgt=0.0570  trans=0.0570  gain=-0.0000  |dz|=0.075  11.5 it/s
step   2150  L=0.1190  src=0.0767  tgt=0.0212  trans=0.0210  gain=+0.0002  |dz|=0.071  11.5 it/s
step   2200  L=0.1906  src=0.1100  tgt=0.0402  trans=0.0403  gain=-0.0000  |dz|=0.089  11.5 it/s
step   2250  L=0.1408  src=0.0652  tgt=0.0378  trans=0.0378  gain=-0.0000  |dz|=0.077  11.5 it/s
step   2300  L=0.1354  src=0.0640  tgt=0.0357  trans=0.0357  gain=-0.0000  |dz|=0.074  11.5 it/s
step   2350  L=0.1107  src=0.0710  tgt=0.0198  trans=0.0198  gain=+0.0001  |dz|=0.073  11.5 it/s
step   2400  L=0.2549  src=0.0407  tgt=0.1072  trans=0.1070  gain=+0.0001  |dz|=0.077  11.5 it/s
step   2450  L=0.1082  src=0.0586  tgt=0.0249  trans=0.0246  gain=+0.0002  |dz|=0.090  11.5 it/s
step   2500  L=0.1106  src=0.0471  tgt=0.0318  trans=0.0318  gain=-0.0000  |dz|=0.090  11.6 it/s
step   2550  L=0.1425  src=0.0686  tgt=0.0370  trans=0.0369  gain=+0.0000  |dz|=0.090  11.6 it/s
step   2600  L=0.1895  src=0.1123  tgt=0.0386  trans=0.0386  gain=+0.0000  |dz|=0.075  11.6 it/s
step   2650  L=0.1185  src=0.0429  tgt=0.0378  trans=0.0377  gain=+0.0001  |dz|=0.090  11.6 it/s
step   2700  L=0.1624  src=0.1029  tgt=0.0297  trans=0.0297  gain=+0.0000  |dz|=0.075  11.6 it/s
step   2750  L=0.1504  src=0.0680  tgt=0.0412  trans=0.0412  gain=-0.0000  |dz|=0.076  11.6 it/s
